session_id,lang,source,cohen_kappa,onset_mad_s,offset_mad_s,n_segments_a,n_segments_b,speech_s_a,speech_s_b,n_ambiguous_labels_a,n_ambiguous_labels_b
real_ne_np_007,ne_np,real_indicvoices,0.9813694447585661,0.0,0.010000000000000009,3,3,5.2675909999999995,5.227758000000001,0,0
real_ne_np_008,ne_np,real_indicvoices,0.9806600843845708,0.004999999999999893,0.0,4,4,4.894919000000001,4.833284,0,0
real_ne_np_009,ne_np,real_indicvoices,0.9722297743426418,0.0,0.010000000000000231,3,3,3.034169,2.9752799999999997,0,0
real_ne_np_010,ne_np,real_indicvoices,0.9896329707904404,0.0,0.0050000000000000044,2,2,2.229166,2.234685,0,0
real_ne_np_011,ne_np,real_indicvoices,,0.0,0.0,1,1,1.312,1.312,0,0
real_ur_pk_000,ur_pk,real_indicvoices,0.885459180434485,0.0,0.14000000000000057,5,5,9.352748,9.937760999999998,0,0
real_ur_pk_001,ur_pk,real_indicvoices,0.8792516115507573,0.0,0.0050000000000001155,4,4,9.093427,8.836381,0,0
real_ur_pk_002,ur_pk,real_indicvoices,0.9891583771096457,0.0,0.004999999999999893,2,2,5.319963,5.320706000000001,0,0
real_ur_pk_003,ur_pk,real_indicvoices,0.9939282229209585,0.0,0.0,3,3,10.306613,10.30524,0,0
real_ur_pk_004,ur_pk,real_indicvoices,0.9867633795302393,0.0,0.0,3,3,9.608025,9.589903999999999,0,0
real_ur_pk_005,ur_pk,real_indicvoices,0.975900794000219,0.009999999999999787,0.009999999999999787,5,5,14.433679999999999,14.399448999999999,0,0
real_ur_pk_006,ur_pk,real_indicvoices,0.8353206574282954,0.0,0.0,4,3,6.946539,6.597524999999999,0,0
real_ta_in_000,ta_in,real_indicvoices,0.6554054054054046,0.0,0.004999999999999893,2,3,8.828249,8.499013999999999,0,0
real_ta_in_001,ta_in,real_indicvoices,0.7009409339152943,0.004999999999999893,0.0,3,2,8.403569000000001,8.712034,0,0
real_ta_in_002,ta_in,real_indicvoices,0.9374702435247683,0.0,0.03999999999999915,3,3,9.670107000000002,9.626764999999999,0,0
real_ta_in_003,ta_in,real_indicvoices,0.3558500603305178,0.0050000000000003375,0.03000000000000025,3,5,9.709548000000002,7.837751000000001,0,0
real_ta_in_004,ta_in,real_indicvoices,0.957540923054747,0.0,0.03000000000000025,5,5,14.119405,14.141619000000002,0,0
real_ta_in_005,ta_in,real_indicvoices,0.0,0.0,0.06000000000000005,1,1,3.807,3.749577,0,0
real_ta_in_006,ta_in,real_indicvoices,0.0,0.0,0.0,1,2,7.167,6.86389,0,0
real_ta_in_007,ta_in,real_indicvoices,0.0,0.0,0.0,1,2,7.17,6.871843,0,0
real_ta_in_008,ta_in,real_indicvoices,0.0,0.0,0.0,1,2,5.344,5.109431000000001,0,0
real_ml_in_000,ml_in,real_indicvoices,0.2570525711002591,0.010000000000000009,0.10499999999999982,2,4,3.57012,3.1484799999999997,0,0
real_ml_in_001,ml_in,real_indicvoices,0.9869494290375203,0.0,0.0,3,3,5.499435,5.512767,0,0
real_ml_in_002,ml_in,real_indicvoices,,0.0,0.0,1,1,1.984,1.984,0,0
real_ml_in_003,ml_in,real_indicvoices,0.9348837209302324,0.020000000000000018,0.020000000000000018,2,2,4.49517,4.585708,0,0
real_ml_in_004,ml_in,real_indicvoices,0.9795172785530333,0.0050000000000000044,0.0050000000000000044,2,2,2.82719,2.8426109999999998,0,0
real_ml_in_005,ml_in,real_indicvoices,0.8665653929549851,0.009999999999999787,0.09000000000000008,5,5,4.954595,4.528553,0,0
real_ml_in_006,ml_in,real_indicvoices,0.7914827398802797,0.0050000000000001155,0.05499999999999994,6,7,9.674646000000001,9.526162999999999,0,0
real_ml_in_007,ml_in,real_indicvoices,0.7884104054165181,0.010000000000000231,0.004999999999999893,4,6,11.043189999999997,10.222388999999998,0,0
real_ml_in_008,ml_in,real_indicvoices,0.5354474640817033,0.004999999999999893,0.135,2,5,5.006093,5.241325,0,0
real_ml_in_009,ml_in,real_indicvoices,0.828558309395923,0.0,0.03999999999999915,5,6,9.578206999999999,9.14546,0,0
real_ml_in_010,ml_in,real_indicvoices,0.8132848257246801,0.010000000000000453,0.10499999999999976,4,4,7.358993999999999,6.932787000000001,0,0
real_te_in_000,te_in,real_indicvoices,0.81437125748503,0.009999999999999787,0.08000000000000007,5,5,3.6269360000000006,3.305747,0,0
real_te_in_001,te_in,real_indicvoices,0.8095567867036011,0.020000000000000018,0.1,2,2,1.9123100000000002,1.673699,0,0
real_te_in_002,te_in,real_indicvoices,,0.0,0.0,1,1,1.121,1.121,0,0
real_te_in_003,te_in,real_indicvoices,0.7776584317937701,0.0,0.0050000000000001155,2,3,2.804351,2.595817,0,0
real_te_in_004,te_in,real_indicvoices,0.9784040852921683,0.0,0.010000000000000342,2,2,5.031635,5.032148,0,0
real_te_in_005,te_in,real_indicvoices,0.0,0.0,0.46999999999999975,2,1,3.495866,3.902665,0,0
real_te_in_006,te_in,real_indicvoices,,0.0,0.0,1,1,1.217,1.217,0,0
real_te_in_007,te_in,real_indicvoices,0.8775104833370119,0.0,0.009999999999999787,3,4,7.159633000000001,6.906003000000001,0,0
real_te_in_008,te_in,real_indicvoices,,0.0,0.0,1,1,1.505,1.505,0,0
real_te_in_010,te_in,real_indicvoices,0.7203920500952901,0.039999999999999925,0.08999999999999997,3,2,1.8808360000000002,1.6225490000000002,0,0
real_te_in_011,te_in,real_indicvoices,,0.0,0.0,1,1,1.598,1.598,0,0
real_te_in_012,te_in,real_indicvoices,0.6388059701492534,0.010000000000000009,0.09499999999999997,2,2,3.430561,3.215718,0,0
real_te_in_013,te_in,real_indicvoices,,0.0,0.0,1,1,1.696,1.696,0,0
real_te_in_014,te_in,real_indicvoices,,0.0,0.0,1,1,2.657,2.657,0,0
real_te_in_015,te_in,real_indicvoices,0.8444197049819092,0.015000000000000124,0.11499999999999999,2,2,6.930626,6.6679569999999995,0,0
real_te_in_016,te_in,real_indicvoices,0.9558823529411764,0.0050000000000000044,0.0050000000000000044,2,2,1.193883,1.188205,0,0
real_te_in_017,te_in,real_indicvoices,0.0,0.0,0.19999999999999996,1,1,1.298458,1.504,0,0
real_te_in_018,te_in,real_indicvoices,,0.0,0.0,1,1,3.426,3.426,0,0
real_te_in_019,te_in,real_indicvoices,0.5861959623718425,0.0,0.10000000000000009,2,1,2.4388880000000004,0.591807,0,0
real_te_in_020,te_in,real_indicvoices,0.7111707480711171,0.34,0.0,2,1,2.258473,2.126951,0,0
real_te_in_021,te_in,real_indicvoices,0.6317153089994666,0.10999999999999997,0.024999999999999994,2,2,0.59283,0.6235489999999999,0,0
real_te_in_022,te_in,real_indicvoices,0.0,0.0,0.0,1,2,3.232,2.626035,0,0
real_te_in_023,te_in,real_indicvoices,0.9804013065795615,0.0,0.0,3,3,5.74654,5.73794,0,0
real_kn_in_000,kn_in,real_indicvoices,0.8190712031111035,0.0050000000000001155,0.03499999999999881,7,7,6.197269999999999,7.835353999999997,0,0
real_kn_in_001,kn_in,real_indicvoices,0.0,0.0,0.09999999999999987,1,1,1.085426,1.190937,0,0
real_kn_in_002,kn_in,real_indicvoices,0.9058902689628835,0.0050000000000000044,0.07000000000000006,2,2,2.141446,2.2733689999999998,0,0
real_kn_in_004,kn_in,real_indicvoices,0.9863849909687401,0.009999999999999787,0.0,7,7,11.590691999999999,11.508450999999999,0,0
real_kn_in_005,kn_in,real_indicvoices,0.0,0.0,0.14000000000000012,1,1,1.247123,1.38585,0,0
real_kn_in_006,kn_in,real_indicvoices,0.0,0.0,0.10999999999999988,1,1,1.601753,1.708,0,0
real_kn_in_007,kn_in,real_indicvoices,0.8860630722278738,0.0,0.010000000000000009,2,1,0.720073,0.670621,0,0
real_kn_in_008,kn_in,real_indicvoices,,0.0,0.0,1,1,5.736,5.736,0,0
real_kn_in_009,kn_in,real_indicvoices,0.0,0.0,0.0,1,2,2.184,1.9648750000000001,0,0
real_kn_in_010,kn_in,real_indicvoices,-0.12488164937298322,0.0,0.4,1,2,1.024,3.599138,0,0
real_kn_in_011,kn_in,real_indicvoices,,0.0,0.0,1,1,3.808,3.808,0,0
real_kn_in_012,kn_in,real_indicvoices,,0.0,0.0,1,1,3.423,3.423,0,0
real_kn_in_013,kn_in,real_indicvoices,,0.0,0.0,1,1,1.282,1.282,0,0
real_kn_in_014,kn_in,real_indicvoices,1.0,0.0,0.0,2,2,4.196277,4.199471,0,0
