session_id,lang,family,n_consonants,aspirate_density,breathy_density,retroflex_density,geminate_density
or_in_s003,or_in,Indo-Aryan,1177.0,0.04672897196261682,0.037383177570093455,0.07221750212404418,0.0
or_in_s004,or_in,Indo-Aryan,1168.0,0.0547945205479452,0.03595890410958904,0.08304794520547945,0.0
or_in_s005,or_in,Indo-Aryan,1163.0,0.05331040412725709,0.04213241616509028,0.0885640584694755,0.0
or_in_s006,or_in,Indo-Aryan,1226.0,0.048939641109298535,0.040783034257748776,0.0766721044045677,0.0
or_in_s007,or_in,Indo-Aryan,1095.0,0.052968036529680365,0.03287671232876712,0.1004566210045662,0.0
or_in_s008,or_in,Indo-Aryan,1195.0,0.055230125523012555,0.03430962343096234,0.07531380753138076,0.0
or_in_s009,or_in,Indo-Aryan,1118.0,0.05008944543828265,0.03130590339892665,0.06887298747763863,0.0
or_in_s010,or_in,Indo-Aryan,907.0,0.044101433296582136,0.03969128996692393,0.0926130099228225,0.0
or_in_s011,or_in,Indo-Aryan,1600.0,0.046875,0.039375,0.09125,0.0
or_in_s012,or_in,Indo-Aryan,1101.0,0.04178019981834696,0.043596730245231606,0.08174386920980926,0.0
or_in_s013,or_in,Indo-Aryan,1145.0,0.048034934497816595,0.03755458515283843,0.07074235807860262,0.0
or_in_s014,or_in,Indo-Aryan,1154.0,0.03466204506065858,0.0415944540727903,0.09792027729636049,0.0
or_in_s015,or_in,Indo-Aryan,1230.0,0.03983739837398374,0.03902439024390244,0.08780487804878048,0.0
or_in_s016,or_in,Indo-Aryan,1128.0,0.03546099290780142,0.031914893617021274,0.07624113475177305,0.0
or_in_s017,or_in,Indo-Aryan,1160.0,0.05517241379310345,0.04310344827586207,0.08793103448275862,0.0
or_in_s018,or_in,Indo-Aryan,973.0,0.05755395683453238,0.041109969167523124,0.10585817060637205,0.0
or_in_s019,or_in,Indo-Aryan,906.0,0.04746136865342163,0.03421633554083885,0.06622516556291391,0.0
as_in_s000,as_in,Indo-Aryan,969.0,0.07946336429308566,0.033023735810113516,0.11248710010319918,0.0
as_in_s001,as_in,Indo-Aryan,909.0,0.0484048404840484,0.0462046204620462,0.08250825082508251,0.0
as_in_s002,as_in,Indo-Aryan,1117.0,0.07967770814682185,0.03222918531781558,0.06803939122649955,0.0
as_in_s003,as_in,Indo-Aryan,1084.0,0.058118081180811805,0.035977859778597784,0.08856088560885608,0.0
as_in_s004,as_in,Indo-Aryan,840.0,0.06547619047619048,0.041666666666666664,0.08571428571428572,0.0
as_in_s005,as_in,Indo-Aryan,867.0,0.07612456747404844,0.02883506343713956,0.08996539792387544,0.0
as_in_s006,as_in,Indo-Aryan,767.0,0.07040417209908735,0.03259452411994785,0.08344198174706649,0.0
as_in_s007,as_in,Indo-Aryan,773.0,0.06338939197930142,0.037516170763260026,0.10478654592496765,0.0
as_in_s008,as_in,Indo-Aryan,728.0,0.07142857142857142,0.03571428571428571,0.10576923076923077,0.0
as_in_s009,as_in,Indo-Aryan,940.0,0.0627659574468085,0.04042553191489362,0.09574468085106383,0.0
as_in_s010,as_in,Indo-Aryan,1113.0,0.08265947888589398,0.030548068283917342,0.08355795148247978,0.0
as_in_s011,as_in,Indo-Aryan,902.0,0.058758314855875834,0.03547671840354767,0.08536585365853659,0.0
as_in_s012,as_in,Indo-Aryan,600.0,0.055,0.043333333333333335,0.10333333333333333,0.0
as_in_s013,as_in,Indo-Aryan,896.0,0.056919642857142856,0.041294642857142856,0.10602678571428571,0.0
as_in_s014,as_in,Indo-Aryan,942.0,0.07961783439490445,0.040339702760084924,0.07537154989384288,0.0
as_in_s015,as_in,Indo-Aryan,671.0,0.05812220566318927,0.038748137108792845,0.07302533532041729,0.0
as_in_s016,as_in,Indo-Aryan,830.0,0.06265060240963856,0.02650602409638554,0.07951807228915662,0.0
as_in_s017,as_in,Indo-Aryan,1147.0,0.06015693112467306,0.046207497820401046,0.0985178727114211,0.0
as_in_s018,as_in,Indo-Aryan,967.0,0.06204756980351603,0.03205791106514995,0.07859358841778696,0.0
as_in_s019,as_in,Indo-Aryan,728.0,0.07280219780219781,0.03296703296703297,0.059065934065934064,0.0
ne_np_s000,ne_np,Indo-Aryan,1199.0,0.05170975813177648,0.03669724770642202,0.05254378648874062,0.0
ne_np_s001,ne_np,Indo-Aryan,1213.0,0.04204451772464963,0.04451772464962902,0.05028854080791426,0.0
ne_np_s002,ne_np,Indo-Aryan,999.0,0.04904904904904905,0.03803803803803804,0.05105105105105105,0.0
ne_np_s003,ne_np,Indo-Aryan,1096.0,0.06204379562043796,0.0364963503649635,0.055656934306569344,0.0
ne_np_s004,ne_np,Indo-Aryan,1061.0,0.03864278982092366,0.04241281809613572,0.057492931196983975,0.0
ne_np_s005,ne_np,Indo-Aryan,963.0,0.04257528556593977,0.04984423676012461,0.07061266874350987,0.0
ne_np_s006,ne_np,Indo-Aryan,906.0,0.052980132450331126,0.03532008830022075,0.04966887417218543,0.0
ne_np_s007,ne_np,Indo-Aryan,1356.0,0.051622418879056046,0.03761061946902655,0.05014749262536873,0.0
ne_np_s008,ne_np,Indo-Aryan,852.0,0.06338028169014084,0.04225352112676056,0.05046948356807512,0.0
ne_np_s009,ne_np,Indo-Aryan,979.0,0.0449438202247191,0.028600612870275793,0.043922369765066395,0.0
ne_np_s010,ne_np,Indo-Aryan,1244.0,0.04742765273311897,0.04019292604501608,0.04823151125401929,0.0
ne_np_s011,ne_np,Indo-Aryan,833.0,0.04801920768307323,0.027611044417767107,0.05162064825930372,0.0
ne_np_s012,ne_np,Indo-Aryan,1225.0,0.05061224489795919,0.027755102040816326,0.07673469387755102,0.0
ne_np_s013,ne_np,Indo-Aryan,933.0,0.05359056806002144,0.03429796355841372,0.04180064308681672,0.0
ne_np_s014,ne_np,Indo-Aryan,940.0,0.04680851063829787,0.03723404255319149,0.05,0.0
ne_np_s015,ne_np,Indo-Aryan,881.0,0.05448354143019296,0.04086265607264472,0.04767309875141884,0.0
ne_np_s016,ne_np,Indo-Aryan,1181.0,0.056731583403895,0.04318374259102455,0.05334462320067739,0.0
ne_np_s017,ne_np,Indo-Aryan,1135.0,0.04933920704845815,0.05286343612334802,0.04669603524229075,0.0
ne_np_s018,ne_np,Indo-Aryan,1079.0,0.03243744207599629,0.04911955514365153,0.03707136237256719,0.0
ne_np_s019,ne_np,Indo-Aryan,1204.0,0.053156146179401995,0.03986710963455149,0.050664451827242524,0.0
ta_in_s000,ta_in,Dravidian,1098.0,0.0,0.0,0.10382513661202186,0.0
ta_in_s001,ta_in,Dravidian,1212.0,0.0,0.0,0.09405940594059406,0.0
ta_in_s002,ta_in,Dravidian,1286.0,0.0,0.0,0.09875583203732503,0.0
ta_in_s003,ta_in,Dravidian,1452.0,0.0,0.0,0.09917355371900827,0.0
ta_in_s004,ta_in,Dravidian,858.0,0.0,0.0,0.08275058275058275,0.0
ta_in_s005,ta_in,Dravidian,1231.0,0.0,0.0,0.08854589764419171,0.0
ta_in_s006,ta_in,Dravidian,1065.0,0.0,0.0,0.09014084507042254,0.0
ta_in_s007,ta_in,Dravidian,1105.0,0.0,0.0,0.10045248868778281,0.0
ta_in_s008,ta_in,Dravidian,995.0,0.0,0.0,0.11658291457286432,0.0
ta_in_s009,ta_in,Dravidian,1246.0,0.0,0.0,0.11637239165329052,0.0
ta_in_s010,ta_in,Dravidian,1016.0,0.0,0.0,0.07480314960629922,0.0
ta_in_s011,ta_in,Dravidian,1402.0,0.0,0.0,0.10699001426533523,0.0
ta_in_s012,ta_in,Dravidian,1007.0,0.0,0.0,0.09433962264150944,0.0
ta_in_s013,ta_in,Dravidian,1084.0,0.0,0.0,0.10055350553505535,0.0
ta_in_s014,ta_in,Dravidian,1054.0,0.0,0.0,0.0777988614800759,0.0
ta_in_s015,ta_in,Dravidian,1370.0,0.0,0.0,0.09416058394160584,0.0
ta_in_s016,ta_in,Dravidian,1318.0,0.0,0.0,0.08042488619119878,0.0
ta_in_s017,ta_in,Dravidian,1245.0,0.0,0.0,0.0963855421686747,0.0
ta_in_s018,ta_in,Dravidian,1147.0,0.0,0.0,0.08631211857018309,0.0
ta_in_s019,ta_in,Dravidian,1093.0,0.0,0.0,0.08600182982616651,0.0
ml_in_s000,ml_in,Dravidian,1204.0,0.013289036544850499,0.01910299003322259,0.08970099667774087,0.0
ml_in_s001,ml_in,Dravidian,1177.0,0.006796941376380629,0.015293118096856415,0.09090909090909091,0.0
ml_in_s002,ml_in,Dravidian,1318.0,0.0030349013657056147,0.014415781487101669,0.07207890743550835,0.0
ml_in_s003,ml_in,Dravidian,1536.0,0.013020833333333334,0.013020833333333334,0.10091145833333333,0.012369791666666666
ml_in_s004,ml_in,Dravidian,1389.0,0.010079193664506839,0.017278617710583154,0.09287257019438445,0.0
ml_in_s005,ml_in,Dravidian,1344.0,0.015625,0.018601190476190476,0.10267857142857142,0.0
ml_in_s006,ml_in,Dravidian,1514.0,0.009907529722589167,0.013870541611624834,0.11096433289299867,0.0
ml_in_s007,ml_in,Dravidian,1242.0,0.01610305958132045,0.013687600644122383,0.0966183574879227,0.0
ml_in_s008,ml_in,Dravidian,1206.0,0.008291873963515755,0.014096185737976783,0.0845771144278607,0.0
ml_in_s009,ml_in,Dravidian,1206.0,0.012437810945273632,0.01658374792703151,0.10281923714759536,0.0
ml_in_s010,ml_in,Dravidian,1214.0,0.01400329489291598,0.019769357495881382,0.07331136738056013,0.0
ml_in_s011,ml_in,Dravidian,1549.0,0.006455777921239509,0.010329244673983214,0.0774693350548741,0.0
ml_in_s012,ml_in,Dravidian,1154.0,0.006065857885615251,0.014731369150779897,0.09012131715771231,0.0
ml_in_s013,ml_in,Dravidian,1217.0,0.015612161051766639,0.016433853738701727,0.11339359079704191,0.0
ml_in_s014,ml_in,Dravidian,1270.0,0.011023622047244094,0.01653543307086614,0.09527559055118111,0.0
ml_in_s015,ml_in,Dravidian,1284.0,0.008566978193146417,0.016355140186915886,0.09423676012461059,0.0
ml_in_s016,ml_in,Dravidian,1188.0,0.01430976430976431,0.006734006734006734,0.08164983164983165,0.0
ml_in_s017,ml_in,Dravidian,1198.0,0.012520868113522538,0.015025041736227046,0.12520868113522537,0.0
ml_in_s018,ml_in,Dravidian,1218.0,0.008210180623973728,0.013957307060755337,0.10755336617405582,0.0
ml_in_s019,ml_in,Dravidian,1526.0,0.007208387942332897,0.011795543905635648,0.09174311926605505,0.0
te_in_s000,te_in,Dravidian,944.0,0.01059322033898305,0.022245762711864406,0.0815677966101695,0.0
te_in_s001,te_in,Dravidian,1074.0,0.0111731843575419,0.023277467411545624,0.09962756052141528,0.0
te_in_s002,te_in,Dravidian,936.0,0.016025641025641024,0.014957264957264958,0.08867521367521368,0.0
te_in_s003,te_in,Dravidian,796.0,0.00628140703517588,0.022613065326633167,0.10050251256281408,0.0
te_in_s004,te_in,Dravidian,1065.0,0.007511737089201878,0.0215962441314554,0.10046948356807511,0.0
te_in_s005,te_in,Dravidian,879.0,0.017064846416382253,0.022753128555176336,0.08873720136518772,0.0
te_in_s006,te_in,Dravidian,1067.0,0.013120899718837863,0.02530459231490159,0.09090909090909091,0.0
te_in_s007,te_in,Dravidian,754.0,0.013262599469496022,0.013262599469496022,0.08488063660477453,0.0
te_in_s008,te_in,Dravidian,1049.0,0.005719733079122974,0.02478551000953289,0.09151572926596759,0.0
te_in_s009,te_in,Dravidian,1189.0,0.01345668629100084,0.018502943650126155,0.08746846089150546,0.0
te_in_s010,te_in,Dravidian,1061.0,0.012252591894439209,0.01885014137606032,0.08953817153628653,0.0
te_in_s011,te_in,Dravidian,865.0,0.015028901734104046,0.010404624277456647,0.09017341040462427,0.0
te_in_s012,te_in,Dravidian,1181.0,0.013547840812870448,0.02201524132091448,0.08975444538526672,0.0
te_in_s013,te_in,Dravidian,1153.0,0.011274934952298352,0.013009540329575022,0.08846487424111014,0.0
te_in_s014,te_in,Dravidian,907.0,0.014332965821389196,0.020948180815876516,0.0970231532524807,0.0
te_in_s015,te_in,Dravidian,1034.0,0.004835589941972921,0.0183752417794971,0.11411992263056092,0.0
te_in_s016,te_in,Dravidian,904.0,0.011061946902654867,0.015486725663716814,0.10176991150442478,0.0
te_in_s017,te_in,Dravidian,736.0,0.002717391304347826,0.012228260869565218,0.11277173913043478,0.0
te_in_s018,te_in,Dravidian,988.0,0.010121457489878543,0.02327935222672065,0.10020242914979757,0.0
te_in_s019,te_in,Dravidian,863.0,0.009269988412514484,0.01738122827346466,0.06488991888760139,0.0
kn_in_s000,kn_in,Dravidian,1518.0,0.014492753623188406,0.01383399209486166,0.06455862977602109,0.0
kn_in_s001,kn_in,Dravidian,1218.0,0.013957307060755337,0.010673234811165846,0.07060755336617405,0.0
kn_in_s002,kn_in,Dravidian,1011.0,0.006923837784371909,0.01582591493570722,0.07319485657764589,0.0
kn_in_s003,kn_in,Dravidian,1124.0,0.014234875444839857,0.014234875444839857,0.08362989323843416,0.0
kn_in_s004,kn_in,Dravidian,1181.0,0.011854360711261643,0.009314140558848433,0.0855207451312447,0.0
kn_in_s005,kn_in,Dravidian,1373.0,0.009468317552804079,0.01747997086671522,0.06409322651128915,0.0
kn_in_s006,kn_in,Dravidian,1174.0,0.022146507666098807,0.015332197614991482,0.06984667802385008,0.0
kn_in_s007,kn_in,Dravidian,1128.0,0.020390070921985817,0.007978723404255319,0.06471631205673758,0.0
kn_in_s008,kn_in,Dravidian,1148.0,0.01132404181184669,0.023519163763066203,0.078397212543554,0.0
kn_in_s009,kn_in,Dravidian,975.0,0.020512820512820513,0.010256410256410256,0.08205128205128205,0.0
kn_in_s010,kn_in,Dravidian,1100.0,0.014545454545454545,0.016363636363636365,0.07454545454545454,0.0
kn_in_s011,kn_in,Dravidian,1580.0,0.008860759493670886,0.015822784810126583,0.048734177215189876,0.0
kn_in_s012,kn_in,Dravidian,951.0,0.00946372239747634,0.014721345951629864,0.05362776025236593,0.0
kn_in_s013,kn_in,Dravidian,1241.0,0.007252215954875101,0.016116035455278,0.0781627719580983,0.0
kn_in_s014,kn_in,Dravidian,1508.0,0.014588859416445624,0.021220159151193633,0.07427055702917772,0.0
kn_in_s015,kn_in,Dravidian,1347.0,0.009651076466221232,0.011135857461024499,0.066815144766147,0.0
kn_in_s016,kn_in,Dravidian,1293.0,0.013147718484145398,0.013921113689095127,0.07965970610982212,0.0
kn_in_s017,kn_in,Dravidian,1666.0,0.014405762304921969,0.014405762304921969,0.06482593037214886,0.0
kn_in_s018,kn_in,Dravidian,1008.0,0.007936507936507936,0.011904761904761904,0.07341269841269842,0.0
kn_in_s019,kn_in,Dravidian,1457.0,0.008236101578586136,0.015099519560741249,0.06794783802333562,0.0
