system,lang,snr_db,deter,p_miss,p_fa,auc
ltsd,gu_in,20,0.2539481721779672,0.21984558227950307,0.10402020402708294,0.9172272350038498
ltsd,hi_in,-5,0.7446281725916492,0.6875848292890493,0.17698891297592453,0.6029297965496863
ltsd,hi_in,0,0.6895078634550545,0.6476372426211229,0.13253571630639677,0.6595060263002662
ltsd,hi_in,5,0.6687049563103239,0.6386283554669346,0.09315023149930697,0.6940444943345372
ltsd,hi_in,10,0.6008366996106774,0.5686362965466273,0.1018722991251189,0.7350924727190592
ltsd,hi_in,15,0.536200225968767,0.5092088437380285,0.08543601254991245,0.7828989182285956
ltsd,hi_in,20,0.47575165749314396,0.44800844857495,0.0871739343939341,0.8212537443180472
ltsd,kn_in,-5,0.6839710235724161,0.6192231851811595,0.17830119366757924,0.6447640734274411
ltsd,kn_in,0,0.6146017856277608,0.5661680105157335,0.13192814987966012,0.7059377158386178
ltsd,kn_in,5,0.5695055993078549,0.5286794960015045,0.11058965309851747,0.7442640445507113
ltsd,kn_in,10,0.48053760331884365,0.4377193070994499,0.11920077191644185,0.7829780362373199
ltsd,kn_in,15,0.4016224764194813,0.360364564020091,0.11409520415191089,0.8162091082319124
ltsd,kn_in,20,0.35301218048038197,0.31395860211387133,0.108392744153965,0.8310191964108841
ltsd,ml_in,-5,0.6683537424530352,0.6135040829545076,0.15197720989682634,0.672960286309703
ltsd,ml_in,0,0.5922122421216096,0.5502941344906364,0.11432849131455859,0.7413462882385805
ltsd,ml_in,5,0.5262209075097342,0.4904510637854752,0.09695557052928358,0.7889705281393359
ltsd,ml_in,10,0.39829067588263783,0.3578379535048025,0.11378356442943437,0.8452542602089201
ltsd,ml_in,15,0.31328748629597825,0.27290008459634046,0.1115119643557554,0.8853066052068499
ltsd,ml_in,20,0.23402948170764185,0.19016260539333055,0.12219979431412671,0.9115170556790861
ltsd,mr_in,-5,0.7420772718892277,0.6975288009344205,0.13016728083285184,0.6047129426758115
ltsd,mr_in,0,0.7288308945811749,0.6983503730378174,0.08991804797768967,0.6259195625403541
ltsd,mr_in,5,0.7161488776799231,0.690440005236112,0.07547898136531835,0.636989104047189
ltsd,mr_in,10,0.7055187777133427,0.6795418091870429,0.07720279452427024,0.6498339299125213
ltsd,mr_in,15,0.7041873254701392,0.6842230993749318,0.058711601181463825,0.6676915517483414
ltsd,mr_in,20,0.6983209975694488,0.6797104807503342,0.05514979924530503,0.6911658652053284
ltsd,ne_np,-5,0.7194610535106435,0.6751180332561244,0.13298968784204404,0.628205976162529
ltsd,ne_np,0,0.6957932955489974,0.6634033742108968,0.09626114497196904,0.6621560101292061
ltsd,ne_np,5,0.6677176996012827,0.6369999773023906,0.08987744329711277,0.6844810365092762
ltsd,ne_np,10,0.6174471095744909,0.5852799123923534,0.09662484704756888,0.7259469501361943
ltsd,ne_np,15,0.5694769129915946,0.5369341412020471,0.09620056443998784,0.7620009961642273
ltsd,ne_np,20,0.5277471832184164,0.4932324376672226,0.1024852237370424,0.7976516188545536
ltsd,or_in,-5,0.7251802304819871,0.6735769280243195,0.16616007201124547,0.6030753258711208
ltsd,or_in,0,0.7009844471092278,0.6655178031063093,0.11688621271794765,0.636415662500859
ltsd,or_in,5,0.6761299694452015,0.6460242039015563,0.09698729190252725,0.6550461039218402
ltsd,or_in,10,0.6358038836716894,0.6019097688255282,0.11093306686988472,0.6743884668109138
ltsd,or_in,15,0.6160100533095606,0.5853816627596619,0.09969232112799564,0.6854017354009109
ltsd,or_in,20,0.6074712410858766,0.5796430876392148,0.0896191870140751,0.6929953372585071
ltsd,pa_in,-5,0.6622698910502108,0.6232644622382267,0.12801421419094025,0.67307212508628
ltsd,pa_in,0,0.6046292861958765,0.5750166613521059,0.09599524105477748,0.7278881113763932
ltsd,pa_in,5,0.5598844421540168,0.5345711432246104,0.08196696002615429,0.7611561012475404
ltsd,pa_in,10,0.4776539190019647,0.44944578329553303,0.09272954240800436,0.805594113285273
ltsd,pa_in,15,0.4003188043118083,0.3730083955838433,0.08754837003033601,0.8500928037227368
ltsd,pa_in,20,0.3397256475393639,0.31378503208022024,0.08580502122300948,0.8803909102778953
ltsd,ta_in,-5,0.7434805344116597,0.6895975270120281,0.17195233783623737,0.6011883677180401
ltsd,ta_in,0,0.7131785668649595,0.678758787691349,0.11488850296804483,0.6476254471358343
ltsd,ta_in,5,0.6869132708997031,0.6573631933777094,0.09564116124610414,0.6802427665582292
ltsd,ta_in,10,0.6183238862450311,0.5904387978055808,0.09069182596693323,0.7218851934384184
ltsd,ta_in,15,0.5615235128259013,0.5367715499080812,0.08080724257489812,0.7618931531084122
ltsd,ta_in,20,0.5052593288204706,0.47926473337900327,0.08349067456476157,0.7885423481886144
ltsd,te_in,-5,0.698137720445568,0.6448771049088005,0.17432389597158965,0.6349431366794888
ltsd,te_in,0,0.6268069185877693,0.5875859464652974,0.12851403040472054,0.7008730425407232
ltsd,te_in,5,0.571625194416788,0.5434907811419836,0.09151066454643982,0.7521562517801201
ltsd,te_in,10,0.48328804189394164,0.45282609317009376,0.10039996527853666,0.8000293952234983
ltsd,te_in,15,0.39336540745142384,0.3673870032780291,0.08419374002015909,0.851951914059213
ltsd,te_in,20,0.3178582586087117,0.2905743747934828,0.08794414961485335,0.8860764381603234
ltsd,ur_pk,-5,0.6470981359712934,0.6041836679297579,0.12829269025327783,0.6986940695314047
ltsd,ur_pk,0,0.5448241300887541,0.5150268097626941,0.08928309346137397,0.7834799788475767
ltsd,ur_pk,5,0.4674971698573523,0.43900837926860736,0.08385231949639584,0.833582697294799
ltsd,ur_pk,10,0.3448995645851472,0.31210385299465054,0.0999927292570681,0.8847893306514619
ltsd,ur_pk,15,0.24079248235542774,0.20833653372702093,0.09751401753164536,0.9240869732655227
ltsd,ur_pk,20,0.16209758632790958,0.12566485369499425,0.11105748594187247,0.9429008057008268
silero,as_in,-5,0.38324205626200414,0.2468920003937943,0.4182106904460372,0.7357897025117973
silero,as_in,0,0.27677267828748336,0.13447907992769387,0.43775367831055517,0.8054492603091905
silero,as_in,5,0.21594275263473334,0.07815598593779623,0.4250758665047326,0.8605797468926139
silero,as_in,10,0.16432979935075312,0.03911397065023571,0.3900286804514196,0.9223417558699686
silero,as_in,15,0.12277644930301577,0.024742094393360278,0.30413704998347524,0.9642370704252244
silero,as_in,20,0.08854212615334665,0.023242159991705647,0.20295302278021748,0.97801217001352
silero,bn_in,-5,0.3006118681220441,0.14388520354111012,0.44520967057558697,0.793296869206771
silero,bn_in,0,0.2009803874371197,0.03550166567102227,0.4714541729016999,0.8739389520985974
silero,bn_in,5,0.181059599267968,0.02108606688637125,0.4549958777805905,0.9226957468961712
silero,bn_in,10,0.15302957253797952,0.01716000402767298,0.3877479833606377,0.9599415373117656
silero,bn_in,15,0.11028845662439755,0.012592823976654283,0.2788594775492992,0.9780763169756614
silero,bn_in,20,0.07670265176378357,0.012199625766971322,0.18458118342621557,0.9850944329118622
silero,gu_in,-5,0.2859681941720368,0.14072961641741843,0.44117362690174394,0.7934424706214905
silero,gu_in,0,0.18555090705210917,0.03142617690131911,0.4717775638281424,0.8729315637002163
silero,gu_in,5,0.16534463034178773,0.01531012705911199,0.45845990411015664,0.9284598299897885
silero,gu_in,10,0.14406760367654306,0.0105087087576127,0.4081139231724096,0.9710202316821224
silero,gu_in,15,0.10191263612387054,0.01041706205456102,0.2809036848093103,0.9841280430816075
silero,gu_in,20,0.07135994297466684,0.010756764044628584,0.18635431246617132,0.9878573143219253
silero,hi_in,-5,0.41332023331878714,0.2851377858957723,0.403449782059679,0.722575032645426
silero,hi_in,0,0.296455513549069,0.16153872299872626,0.42599264486634364,0.7984336380896371
silero,hi_in,5,0.24772161796234415,0.11377451797428179,0.42160916906831236,0.8535298034995485
silero,hi_in,10,0.19852519407131697,0.08054225198846196,0.37426492948463114,0.9034364078728848
silero,hi_in,15,0.16515676183152422,0.06747370308083814,0.3097753431650967,0.934815817636969
silero,hi_in,20,0.13374072980379054,0.06799268544389049,0.2111351124684593,0.9522301917799785
silero,kn_in,-5,0.3987594809762124,0.24115114198760793,0.43561795779432183,0.7118654069742661
silero,kn_in,0,0.32514341327381213,0.16113720047664978,0.4543757852886896,0.7657067722727668
silero,kn_in,5,0.31057581244705645,0.15572095170776779,0.42843712490616453,0.8045447253898511
silero,kn_in,10,0.3029839541196692,0.1722650512077969,0.36171296246523277,0.8385562242747553
silero,kn_in,15,0.28603662058790547,0.2020658731172245,0.2354882876709312,0.8538716185037175
silero,kn_in,20,0.27837740954448337,0.21422194272264722,0.17963620167868602,0.8570263586313531
silero,ml_in,-5,0.42778624868041537,0.2899154297965144,0.38211018683112585,0.7266794242025605
silero,ml_in,0,0.2926934796850549,0.14139787898624956,0.4209427755475933,0.8094932416602774
silero,ml_in,5,0.23904646349430556,0.08788247394815848,0.42046464832560976,0.8769120087298078
silero,ml_in,10,0.16512033619494879,0.04087945116172318,0.34698611956834485,0.9355352062828649
silero,ml_in,15,0.12004901664803617,0.043325953366823364,0.21460499715419173,0.9604983040208265
silero,ml_in,20,0.09525216383618486,0.04052758474088982,0.15371177541996184,0.9700408000425382
silero,mr_in,-5,0.5771408123186242,0.45183277356298374,0.3651380306903856,0.6271141273387496
silero,mr_in,0,0.5451791369254784,0.4233949860022583,0.35331240408662307,0.6656268907144776
silero,mr_in,5,0.518499702989476,0.40804409276230874,0.31904817839703664,0.6866335119392608
silero,mr_in,10,0.4677972314547987,0.38554892618940945,0.2397453084696787,0.74141902824433
silero,mr_in,15,0.4134565737240399,0.3367558396484377,0.22386415166808643,0.7900326533406433
silero,mr_in,20,0.312347809828672,0.22358939419903523,0.25872494052701334,0.8465085857104744
silero,ne_np,-5,0.3640999663110435,0.22004510955590592,0.43493060514535586,0.7402651124005352
silero,ne_np,0,0.23469037428073702,0.0812263861770193,0.4606517648510757,0.8226460190960386
silero,ne_np,5,0.20621074769843856,0.055696151348899874,0.45226381125709264,0.8656638400000265
silero,ne_np,10,0.1771080168794144,0.04542051053240633,0.39749832334608726,0.9139407905949143
silero,ne_np,15,0.14947189123257376,0.0411617292806555,0.3280352105114164,0.946133184506529
silero,ne_np,20,0.12850847658233194,0.04637620941381052,0.24784349866194214,0.959724573698641
silero,or_in,-5,0.5879293021472045,0.4779790123105673,0.35607060067401963,0.60980306791943
silero,or_in,0,0.5349522056627698,0.42142505468475433,0.369368125477435,0.6398816375896546
silero,or_in,5,0.522340703965387,0.41553688299344604,0.34761987261176597,0.6723070284983786
silero,or_in,10,0.483726828855021,0.3980959235111817,0.27760631071465536,0.7154680120625249
silero,or_in,15,0.5004454085324023,0.4563593741487447,0.14504368306779497,0.7362535369183237
silero,or_in,20,0.47091111276101466,0.4345598748243506,0.12159027775363883,0.7645220690520956
silero,pa_in,-5,0.3416918323393746,0.20802222732762113,0.4422579743188624,0.7421079305228413
silero,pa_in,0,0.2343088277701924,0.09320763299426219,0.4660125226638822,0.8139750426357565
silero,pa_in,5,0.2016073144909805,0.06458158131925815,0.45198632116081755,0.8688060671402652
silero,pa_in,10,0.1657835280955558,0.03866294608796527,0.4190211583399258,0.9138129129101367
silero,pa_in,15,0.1400242931189148,0.037675252147133215,0.34045557913889213,0.9425472338979085
silero,pa_in,20,0.11599871745462316,0.032447982493442044,0.277199915721816,0.9574415031647107
silero,ta_in,-5,0.4889541039634958,0.37168672050821744,0.3826692170191705,0.6785364668081828
silero,ta_in,0,0.35264419325346597,0.2258961583845727,0.4109583539364034,0.7448372210492219
silero,ta_in,5,0.30545911978188234,0.17998935639899552,0.40843877241168336,0.7969226841691399
silero,ta_in,10,0.2571510294948519,0.1440151623145362,0.36671163419723674,0.8487363220116867
silero,ta_in,15,0.24025716248075377,0.15236062144287982,0.2810935868524035,0.8780019354502367
silero,ta_in,20,0.20882456247469292,0.14016252274528868,0.22131627275594526,0.9068987319037889
silero,te_in,-5,0.39639040899088,0.27630802205850047,0.39491883572618686,0.7313019934355567
silero,te_in,0,0.2714290100131815,0.14233494178328815,0.42734686098251695,0.8149054528427696
silero,te_in,5,0.22850914262974997,0.10041826231751359,0.424857659902189,0.8637735668550198
silero,te_in,10,0.1877189727253542,0.07617479834303319,0.370289235892569,0.9126299435267952
silero,te_in,15,0.14274042763658512,0.05448700671263446,0.29469576392614005,0.9482710282088699
silero,te_in,20,0.10528490712204056,0.039594522085308746,0.2207824242874013,0.9684301619939428
silero,ur_pk,-5,0.30178690103355615,0.1621173934070391,0.4203618141915557,0.7932512663610806
silero,ur_pk,0,0.1863958697241813,0.03955687346961199,0.44493784755759663,0.8787366485386771
silero,ur_pk,5,0.1567862684926129,0.014102703402785249,0.4297743962817708,0.9497677655179437
silero,ur_pk,10,0.11657647372339472,0.011153784649552355,0.31758155152140005,0.9789532621191842
silero,ur_pk,15,0.07406501793447998,0.011086121711967977,0.19334460811755497,0.9865315893737259
silero,ur_pk,20,0.05978372264670525,0.012286508000020341,0.14459763483913138,0.989176907449525
webrtc,as_in,-5,0.6844395314192255,0.6020435761548748,0.24739112781339345,0.5854838434536408
webrtc,as_in,0,0.5813025493658687,0.50820940745578,0.22146107422901581,0.6512342497151321
webrtc,as_in,5,0.5355239815302758,0.4720988579948663,0.19219344227230406,0.6873812054461269
webrtc,as_in,10,0.37458811008279763,0.289021071510011,0.26335321754366153,0.7474784035233486
webrtc,as_in,15,0.2648234644991023,0.1850630292671845,0.24401711856270505,0.8117878285107359
webrtc,as_in,20,0.18030019066538291,0.09143474398636615,0.268119611181689,0.8518553469998944
webrtc,bn_in,-5,0.6883677360696338,0.6185663371759111,0.19863062345440982,0.6023719816046605
webrtc,bn_in,0,0.5695121172516457,0.49618104422640125,0.20565526422958608,0.6663202417155738
webrtc,bn_in,5,0.49686313798212717,0.4357771619793185,0.1716310274988229,0.720804335725178
webrtc,bn_in,10,0.3181900850557034,0.23495852865743228,0.2354603451515745,0.7926084040979033
webrtc,bn_in,15,0.20724685790111033,0.12040194191054485,0.24822374315484297,0.845437236604148
webrtc,bn_in,20,0.14780609456120797,0.05715984571251747,0.2577774256751455,0.8758918224521955
webrtc,gu_in,-5,0.6640099154135498,0.600432811213447,0.1949690814292654,0.6147542850732453
webrtc,gu_in,0,0.5470936347426346,0.4795982801372744,0.20305589600773175,0.676464036068152
webrtc,gu_in,5,0.4744289152611032,0.4104172272387926,0.19384702771808135,0.722202003747239
webrtc,gu_in,10,0.3058729568110696,0.22663376935611187,0.2412229379401376,0.7945690502893948
webrtc,gu_in,15,0.20796402136548667,0.13329133316945943,0.22904142056685237,0.848173247948459
webrtc,gu_in,20,0.14637484136699835,0.06002984949533567,0.25973263633942406,0.8727391964475919
webrtc,hi_in,-5,0.6684550384527568,0.588964790709002,0.24873127630991027,0.5917258657846333
webrtc,hi_in,0,0.5619870047906103,0.4831338043816332,0.24418170551968726,0.6521546801245092
webrtc,hi_in,5,0.5065669484377042,0.4409327117506868,0.20201096000789978,0.6992854982564887
webrtc,hi_in,10,0.3825067733578535,0.30116397200144257,0.2550626790649631,0.745094700014997
webrtc,hi_in,15,0.2862996985507037,0.20523912215603848,0.256085621396908,0.7956919520147993
webrtc,hi_in,20,0.2193515797725127,0.13551794978278917,0.2638502348824392,0.8310566489560561
webrtc,kn_in,-5,0.3526593931168208,0.05308593813360512,0.821827602882651,0.5791543663291651
webrtc,kn_in,0,0.3432270748645991,0.04998461031055277,0.8060960172665854,0.5936413139315099
webrtc,kn_in,5,0.33006568781588175,0.06741319356731988,0.71805669781236,0.6418241090974078
webrtc,kn_in,10,0.3024676504154222,0.11381376098737131,0.5166876848681321,0.7228118044276729
webrtc,kn_in,15,0.2664979739039716,0.13307378473941842,0.36772716305573766,0.7818952376870852
webrtc,kn_in,20,0.2695189359363945,0.14278749814317834,0.3429913216833035,0.7863746062421126
webrtc,ml_in,-5,0.6785970624846809,0.6137546891746266,0.1809326056641228,0.6145324682762084
webrtc,ml_in,0,0.5713897843142735,0.5068164325884994,0.1768368172179178,0.6744152518029763
webrtc,ml_in,5,0.4797730280699021,0.4114404910988315,0.1884039447330172,0.72214978099248
webrtc,ml_in,10,0.2975328549395437,0.20269254565480416,0.26321941082671657,0.7946281828389999
webrtc,ml_in,15,0.213440353601591,0.12833498834834364,0.23617105353863466,0.8467818794268127
webrtc,ml_in,20,0.16057978322423108,0.061592416283529156,0.2733206759101077,0.865227831562738
webrtc,mr_in,-5,0.5284655414342301,0.35966397054161775,0.4902852756879218,0.5889106583273381
webrtc,mr_in,0,0.5130048269292992,0.3610533035250915,0.4426429014657149,0.6135334505145559
webrtc,mr_in,5,0.5349796917306328,0.4228718491089881,0.3239771184427099,0.6424885071562968
webrtc,mr_in,10,0.4842679875198209,0.38325948069962984,0.29572353813352004,0.6762718656114679
webrtc,mr_in,15,0.4239700667759763,0.32845678773695075,0.28165074431931514,0.7139682132117992
webrtc,mr_in,20,0.37068532695013856,0.278448050421165,0.2691139081663231,0.7511867169836902
webrtc,ne_np,-5,0.5085788436014965,0.3606522338628253,0.42787814363729787,0.6221096925135061
webrtc,ne_np,0,0.4321611568256386,0.30684059347002896,0.36593374048098554,0.6849637908213057
webrtc,ne_np,5,0.42926944970892106,0.33883266637683906,0.2625201100656553,0.7228045779593614
webrtc,ne_np,10,0.3367264049781457,0.23169618879055534,0.3118981592387076,0.7530264433694963
webrtc,ne_np,15,0.2591658250067419,0.16546180315047318,0.2809945519172499,0.8043947870259859
webrtc,ne_np,20,0.20732267473211627,0.10516495640586837,0.30651438503468204,0.8256052138919509
webrtc,or_in,-5,0.7403549245893689,0.6780212292431362,0.202915173239766,0.5661188603109165
webrtc,or_in,0,0.6715684242290166,0.6110765152475314,0.19540413401696938,0.6060180232938527
webrtc,or_in,5,0.6158136546582373,0.5557632288583295,0.19139266859932366,0.6384488961915472
webrtc,or_in,10,0.4874175158992325,0.4031144850147202,0.2735848630400028,0.6770750096719369
webrtc,or_in,15,0.44951156176527646,0.3778410415529679,0.23191067674859447,0.7113976477515649
webrtc,or_in,20,0.3930401283940587,0.31366561529111675,0.25323162123188253,0.7374040438299031
webrtc,pa_in,-5,0.28630912316567764,0.020040687411827605,0.87805957259435,0.5632760872929752
webrtc,pa_in,0,0.27969805714135026,0.01349223958561706,0.8795456897646208,0.5701134245142359
webrtc,pa_in,5,0.2672258203552554,0.015135923657353704,0.8304888951540054,0.6025307490720059
webrtc,pa_in,10,0.22853609897337154,0.024486631808737613,0.6699586720971736,0.6947526609129144
webrtc,pa_in,15,0.17142969184527032,0.03536360821531425,0.44968080355671286,0.8004480407600909
webrtc,pa_in,20,0.14841235685799287,0.03607770544695673,0.3651794792410606,0.8352263601614853
webrtc,ta_in,-5,0.5100615148584263,0.3710489798139579,0.44826208818430935,0.6045617541937692
webrtc,ta_in,0,0.4562660070200638,0.3394239911857207,0.3840138082484343,0.6573298516831599
webrtc,ta_in,5,0.43469040271016884,0.3472098635777476,0.28161909629313836,0.707484431371801
webrtc,ta_in,10,0.3616836768531302,0.2643196691707502,0.3170166615734257,0.7320555663049747
